"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","114","","com.restfulbooker.api.ApiStatusCodeTest","","com.restfulbooker.api.ApiStatusCodeTest","getBookingIdWithBadAcceptShouldReturn418","Получение бронирования по Id с невалидным media type",""
"passed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","164","","com.restfulbooker.api.ApiStatusCodeTest","","com.restfulbooker.api.ApiStatusCodeTest","getBookingShouldReturn200","Получение списка бронирований",""
"passed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:56 GMT 2025","353","","com.restfulbooker.api.ApiStatusCodeTest","","com.restfulbooker.api.ApiStatusCodeTest","deleteBookingReturns201","Удаление бронирования по Id",""
"passed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","314","","com.restfulbooker.api.ApiCreateBookingTest","","com.restfulbooker.api.ApiCreateBookingTest","postBookingAndGetBooking","Создание нового бронирования",""
"passed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","138","","com.restfulbooker.api.ApiAuthTest","","com.restfulbooker.api.ApiAuthTest","authApiShouldReturn400ForInvalidPassword","Авторизация с невалидным паролем",""
"passed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","136","","com.restfulbooker.api.ApiStatusCodeTest","","com.restfulbooker.api.ApiStatusCodeTest","postBookingReturns200","Создание бронирования с валидными данными",""
"passed","Mon Mar 31 19:12:56 GMT 2025","Mon Mar 31 19:12:56 GMT 2025","131","","com.restfulbooker.api.ApiStatusCodeTest","","com.restfulbooker.api.ApiStatusCodeTest","getBookingIdShouldReturn200","Получение бронирования по Id",""
"passed","Mon Mar 31 19:12:53 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","1958","","com.restfulbooker.api.ApiAuthTest","","com.restfulbooker.api.ApiAuthTest","authApiShouldReturnToken","Авторизация с валидными данными",""
